category_id,category_name,category_slug,seo_title,meta_description,focus_keyword,category_url
5711,Camping Activities & Specialty Gear,camping-activities-specialty-gear,"Camping Activities & Outdoor Gear | Games, Hammocks & More","Enhance your camping experience with our selection of fun activities and specialty gear. Find hammocks, outdoor games, and equipment for all your favorite camping pastimes.",['Camping Activities'],https://pay.4more.ca/product-category/camping-activities-specialty-gear/
3567,Exterior Paint,exterior-paint,Shop Exterior Paint | Latest Trends & Affordable Prices,"Browse our premium collection of exterior paint. Shop top styles, quality brands, and exclusive deals online today!","['exterior paint', 'buy exterior paint', 'exterior paint online']",https://pay.4more.ca/product-category/exterior-paint/
3366,Dress Up & Pretend Play,dress-up-pretend-play,Kids' Dress Up Costumes & Pretend Play Sets,"Spark your child's imagination with our fun dress-up and pretend play collection. Find costumes, accessories, and play sets for hours of creative fun.","['Dress up costumes', 'pretend play', 'kids costumes', 'princess dress', 'superhero costume', 'career costumes', 'imaginative play', 'costume accessories', 'play food', 'kitchen set.']",https://pay.4more.ca/product-category/dress-up-pretend-play/
3367,Kitchen & Dining,kitchen-dining,Shop Kitchen & Dining | Latest Trends & Affordable Prices,"Browse our premium collection of kitchen & dining. Shop top styles, quality brands, and exclusive deals online today!","['kitchen & dining', 'buy kitchen & dining', 'kitchen & dining online']",https://pay.4more.ca/product-category/kitchen-dining/
3341,Arts & Crafts,arts-crafts,Shop Arts & Crafts | Latest Trends & Affordable Prices,"Browse our premium collection of arts & crafts. Shop top styles, quality brands, and exclusive deals online today!","['arts & crafts', 'buy arts & crafts', 'arts & crafts online']",https://pay.4more.ca/product-category/arts-crafts/
3568,Grinders,grinders,Shop Grinders | Latest Trends & Affordable Prices,"Browse our premium collection of grinders. Shop top styles, quality brands, and exclusive deals online today!","['grinders', 'buy grinders', 'grinders online']",https://pay.4more.ca/product-category/grinders/
5871,Insects and Bugs Repellent,insects-and-bugs-repellent,Bug & Mosquito Repellent | Fast-Acting Sprays & More | 4more,"Don't let mosquitoes ruin your summer! Protect your family from bites with our effective insect repellents. Shop powerful, DEET-free & natural options at 4more. Fast shipping in Mississauga & Canada.","['Bug Repellent', 'Insect Repellent', 'Mosquito Repellent Canada', 'Bug Spray', 'Bug Repellent Mississauga', '4more Repellents']",https://pay.4more.ca/product-category/insects-and-bugs-repellent/
3368,Office Machines,office-machines,Shop Office Machines | Latest Trends & Affordable Prices,"Browse our premium collection of office machines. Shop top styles, quality brands, and exclusive deals online today!","['office machines', 'buy office machines', 'office machines online']",https://pay.4more.ca/product-category/office-machines/
3369,Living Room,living-room,Shop Living Room | Latest Trends & Affordable Prices,"Browse our premium collection of living room. Shop top styles, quality brands, and exclusive deals online today!","['living room', 'buy living room', 'living room online']",https://pay.4more.ca/product-category/living-room/
3342,Health & Medical,health-medical,"Health & Medical Supplies | Vitamins, First Aid & Care","Shop our wide selection of health and medical products. Find vitamins, first aid supplies, mobility aids, and home healthcare equipment. Live healthier today.","['Health and medical', 'vitamins and supplements', 'first aid kit', 'mobility aids', 'blood pressure monitor', 'personal care', 'home health care', 'medical devices.']",https://pay.4more.ca/product-category/health-medical/
3619,Kitchen Appliances,kitchen-appliances,Shop Appliances | Latest Trends & Affordable Prices,"Browse our premium collection of appliances. Shop top styles, quality brands, and exclusive deals online today!","['appliances', 'buy appliances', 'appliances online']",https://pay.4more.ca/product-category/kitchen-appliances/
3569,Carpet,carpet,Shop Carpet | Latest Trends & Affordable Prices,"Browse our premium collection of carpet. Shop top styles, quality brands, and exclusive deals online today!","['carpet', 'buy carpet', 'carpet online']",https://pay.4more.ca/product-category/carpet/
3570,Hand Tools,hand-tools,Shop Hand Tools | Latest Trends & Affordable Prices,"Browse our premium collection of hand tools. Shop top styles, quality brands, and exclusive deals online today!","['hand tools', 'buy hand tools', 'hand tools online']",https://pay.4more.ca/product-category/hand-tools/
3370,Movies & TV,movies-tv,Shop Movies & TV | Latest Trends & Affordable Prices,"Browse our premium collection of movies & tv. Shop top styles, quality brands, and exclusive deals online today!","['movies & tv', 'buy movies & tv', 'movies & tv online']",https://pay.4more.ca/product-category/movies-tv/
3571,Hardwood Flooring,hardwood-flooring,Shop Hardwood Flooring | Latest Trends & Affordable Prices,"Browse our premium collection of hardwood flooring. Shop top styles, quality brands, and exclusive deals online today!","['hardwood flooring', 'buy hardwood flooring', 'hardwood flooring online']",https://pay.4more.ca/product-category/hardwood-flooring/
3572,Dishwashing (Hand & Dishwasher),dishwashing-hand-dishwasher,Best Dishwashing Soaps & Detergents (2025) | Hand & Machine,"Discover the best dish soap for handwashing and top dishwasher detergents (pods, powders, & gels) of 2025. Get tips for a spotless, sanitized clean every time.","['dishwashing soap', 'best dishwasher detergent', 'dishwasher pods', 'rinse aid', 'what does rinse aid do', 'how to wash dishes', 'hand dishwashing vs dishwasher', 'eco-friendly dish soap.']",https://pay.4more.ca/product-category/dishwashing-hand-dishwasher/
3371,Toiletries,toiletries,Shop Toiletry & Personal Care Essentials Online,"Browse our wide selection of toiletries and personal care products. Stock up on shampoo, soap, toothpaste, and more from your favorite brands.","['Toiletries', 'personal care products', 'shampoo', 'conditioner', 'body wash', 'toothpaste', 'deodorant', 'travel size toiletries', 'skincare essentials.']",https://pay.4more.ca/product-category/toiletries/
5872,Sports Equipment,sports-equipment,Shop Sports Equipment | Latest Trends & Affordable Prices,"Browse our premium collection of sports equipment. Shop top styles, quality brands, and exclusive deals online today!","['sports equipment', 'buy sports equipment', 'sports equipment online']",https://pay.4more.ca/product-category/sports-equipment/
3373,Bedding,bedding,Shop Bedding | Latest Trends & Affordable Prices,"Browse our premium collection of bedding. Shop top styles, quality brands, and exclusive deals online today!","['bedding', 'buy bedding', 'bedding online']",https://pay.4more.ca/product-category/bedding/
3573,Door Hardware,door-hardware,Shop Door Hardware | Latest Trends & Affordable Prices,"Browse our premium collection of door hardware. Shop top styles, quality brands, and exclusive deals online today!","['door hardware', 'buy door hardware', 'door hardware online']",https://pay.4more.ca/product-category/door-hardware/
3374,Storage Boxes,storage-boxes,Shop Storage Boxes | Latest Trends & Affordable Prices,"Browse our premium collection of storage boxes. Shop top styles, quality brands, and exclusive deals online today!","['storage boxes', 'buy storage boxes', 'storage boxes online']",https://pay.4more.ca/product-category/storage-boxes/
3375,Baby Clothing,baby-clothing,Shop Baby Clothing | Latest Trends & Affordable Prices,"Browse our premium collection of baby clothing. Shop top styles, quality brands, and exclusive deals online today!","['baby clothing', 'buy baby clothing', 'baby clothing online']",https://pay.4more.ca/product-category/baby-clothing/
3376,Flooring,flooring,Shop Flooring | Latest Trends & Affordable Prices,"Browse our premium collection of flooring. Shop top styles, quality brands, and exclusive deals online today!","['flooring', 'buy flooring', 'flooring online']",https://pay.4more.ca/product-category/flooring/
3574,Roofing,roofing,Shop Roofing | Latest Trends & Affordable Prices,"Browse our premium collection of roofing. Shop top styles, quality brands, and exclusive deals online today!","['roofing', 'buy roofing', 'roofing online']",https://pay.4more.ca/product-category/roofing/
3377,Drinkware Accessories,drinkware-accessories,"Drinkware Accessories | Lids, Straws & Cleaning Kits","Complete your favorite drinkware with our essential accessories. Shop for replacement lids, reusable straws, cleaning brushes, and more. Order today!","['Drinkware accessories', 'reusable straws', 'tumbler lids', 'bottle cleaning brush', 'coasters for drinks', 'straw cleaners', 'bottle sleeves', 'replacement lids.']",https://pay.4more.ca/product-category/drinkware-accessories/
3378,Accessories,accessories,Shop Accessories | Latest Trends & Affordable Prices,"Browse our premium collection of accessories. Shop top styles, quality brands, and exclusive deals online today!","['accessories', 'buy accessories', 'accessories online']",https://pay.4more.ca/product-category/accessories/
3575,Primers,primers,Shop Primers | Latest Trends & Affordable Prices,"Browse our premium collection of primers. Shop top styles, quality brands, and exclusive deals online today!","['primers', 'buy primers', 'primers online']",https://pay.4more.ca/product-category/primers/
5873,Swim Accessories,swim-accessories,"Shop Swim & Pool Accessories | Goggles, Caps & Floats","Complete your swim kit with our essential swim accessories. Find top-rated goggles, swim caps, training aids, and fun pool floats. Shop now for a better swim!","['Swim accessories', 'pool accessories', 'swimming goggles', 'swim caps', 'earplugs', 'nose clips', 'kickboards', 'pool floats', 'waterproof bags', 'swim fins.']",https://pay.4more.ca/product-category/swim-accessories/
3576,Smart Security & Surveillance,smart-security-surveillance,Shop Smart Security & Surveillance | Latest Trends & Affordable Prices,"Browse our premium collection of smart security & surveillance. Shop top styles, quality brands, and exclusive deals online today!","['smart security & surveillance', 'buy smart security & surveillance', 'smart security & surveillance online']",https://pay.4more.ca/product-category/smart-security-surveillance/
3343,Apparel & Accessories,apparel-accessories,Shop Stylish Apparel & Accessories | Trendy Fashion for Women,"Heat up your look with the latest summer fashion from 4more! Shop sizzling dresses, breezy linen & must-have accessories. Get head-turning style delivered fast to Mississauga & across Canada.","['Summer Fashion 2025', 'Summer Clothes', 'Apparel & Accessories', 'Fashion Mississauga', 'Clothing Store Canada', '4more Fashion']",https://pay.4more.ca/product-category/apparel-accessories/
3577,Tools Storage,tools-storage,"Durable Tool Storage | Toolboxes, Chests & Cabinets","Organize your workspace with our heavy-duty tool storage solutions. Shop toolboxes, rolling chests, and garage cabinets. Built to last. Order now!","['Tool storage', 'tool box', 'tool chest', 'rolling tool cabinet', 'garage storage', 'wall mount tool organizer', 'tool bag', 'portable toolbox', 'tool organizers.']",https://pay.4more.ca/product-category/tools-storage/
3578,Interior Paint,interior-paint,Shop Interior Paint | Latest Trends & Affordable Prices,"Browse our premium collection of interior paint. Shop top styles, quality brands, and exclusive deals online today!","['interior paint', 'buy interior paint', 'interior paint online']",https://pay.4more.ca/product-category/interior-paint/
5874,Sports Technology,sports-technology,Shop Sports Technology | Latest Trends & Affordable Prices,"Browse our premium collection of sports technology. Shop top styles, quality brands, and exclusive deals online today!","['sports technology', 'buy sports technology', 'sports technology online']",https://pay.4more.ca/product-category/sports-technology/
3381,Vacuum Cleaners & Floor Cleaning Machines,vacuum-cleaners-floor-cleaning-machines,The Ultimate Guide to Vacuum Cleaners & Floor Machines (2025),"From upright and robotic vacuums to carpet cleaners and steam mops, our 2025 guide helps you choose the best floor cleaning machine for your home.","['best vacuum cleaner', 'upright vs canister vacuum', 'cordless stick vacuum', 'robotic vacuum', 'carpet cleaner machine', 'steam mop', 'HEPA filter vacuum', 'vacuum cleaner for pet hair']",https://pay.4more.ca/product-category/vacuum-cleaners-floor-cleaning-machines/
5714,Pool Water Testing,pool-water-testing,Pool & Spa Water Testing Kits & Strips,"Ensure your pool water is safe and balanced with our accurate water testing supplies. Shop test strips, liquid kits, and digital readers.","['Pool water testing', 'test strips', 'pool test kit', 'digital water tester', 'pH testing', 'chlorine test', 'water hardness test', 'swimming pool water testing.']",https://pay.4more.ca/product-category/pool-water-testing/
3579,"Specialty Cleaners (Drain, Car, etc.)",specialty-cleaners-drain-car-etc,A Guide to Specialty Cleaners for Tough Jobs (2025),"From clogged drains and car detailing to mold and hard water stains, our 2025 guide explains the best specialty cleaners for every tough job around the house.","['specialty cleaners', 'drain cleaner', 'car cleaning products', 'mold and mildew remover', 'hard water stain remover', 'adhesive remover', 'outdoor cleaner', 'how to unclog a drain']",https://pay.4more.ca/product-category/specialty-cleaners-drain-car-etc/
3344,Electronics,electronics,Shop Electronics | Latest Trends & Affordable Prices,"Browse our premium collection of electronics. Shop top styles, quality brands, and exclusive deals online today!","['electronics', 'buy electronics', 'electronics online']",https://pay.4more.ca/product-category/electronics/
3345,Automotive,automotive,"Automotive Parts, Accessories & Car Care Products","Find everything you need for your vehicle. Shop our huge inventory of automotive parts, car care products, and accessories from top brands.","['Automotive parts', 'car accessories', 'car care', 'replacement parts', 'motor oil', 'car electronics', 'interior accessories', 'exterior accessories', 'tools and equipment.']",https://pay.4more.ca/product-category/automotive/
3383,Baby Health,baby-health,Shop Baby Health | Latest Trends & Affordable Prices,"Browse our premium collection of baby health. Shop top styles, quality brands, and exclusive deals online today!","['baby health', 'buy baby health', 'baby health online']",https://pay.4more.ca/product-category/baby-health/
3580,Cabinets,cabinets,Shop Cabinets | Latest Trends & Affordable Prices,"Browse our premium collection of cabinets. Shop top styles, quality brands, and exclusive deals online today!","['cabinets', 'buy cabinets', 'cabinets online']",https://pay.4more.ca/product-category/cabinets/
3581,Furniture Cleaners & Dusting Products,furniture-cleaners-dusting-products,"Disinfectants & Sanitizers (Sprays, Wipes) - Shop Now","Shop Disinfectants & Sanitizers (Sprays, Wipes) and more. Discover a wide range of Tile & Grout Cleaners within our Household Cleaners selection. Browse the best Tile & Grout Cleaners available.","['disinfectants\\*&*sanitizers*(sprays', '\\_wipes)']",https://pay.4more.ca/product-category/furniture-cleaners-dusting-products/
3384,Bakeware,bakeware,Shop Bakeware | Latest Trends & Affordable Prices,"Browse our premium collection of bakeware. Shop top styles, quality brands, and exclusive deals online today!","['bakeware', 'buy bakeware', 'bakeware online']",https://pay.4more.ca/product-category/bakeware/
5875,Water & Pool Toys,water-pool-toys,"Fun Water & Pool Toys | Blasters, Sprinklers & Games","Get ready for summer with our awesome water and pool toys! Find water blasters, inflatable sprinklers, dive toys, and more for hours of fun in the sun.","['Water toys', 'pool toys', 'water guns', 'inflatable pool toys', 'dive toys', 'water sprinklers', 'floating games', 'kids pool toys', 'summer toys.']",https://pay.4more.ca/product-category/water-pool-toys/
3386,Building Toys,building-toys,Shop Building Toys | Latest Trends & Affordable Prices,"Browse our premium collection of building toys. Shop top styles, quality brands, and exclusive deals online today!","['building toys', 'buy building toys', 'building toys online']",https://pay.4more.ca/product-category/building-toys/
3387,Fish & Aquariums,fish-aquariums,Shop Fish & Aquariums | Latest Trends & Affordable Prices,"Browse our premium collection of fish & aquariums. Shop top styles, quality brands, and exclusive deals online today!","['fish & aquariums', 'buy fish & aquariums', 'fish & aquariums online']",https://pay.4more.ca/product-category/fish-aquariums/
3582,"Bathroom & Toilet Cleaners (including Shower, Tile & Grout)",bathroom-toilet-cleaners-including-shower-tile-grout,"Bathroom & Toilet Cleaners (including Shower, Tile & Grout)","Tackle soap scum, hard water stains, and mildew with our 2025 guide. Find the best cleaners for your toilet, shower, tile, and grout for a sparkling clean.","['bathroom cleaner', 'best toilet bowl cleaner', 'shower cleaner', 'how to clean grout', 'tile cleaner', 'soap scum remover', 'mold and mildew remover', 'disinfecting bathroom spray']",https://pay.4more.ca/product-category/bathroom-toilet-cleaners-including-shower-tile-grout/
3388,TV & Home Theater,tv-home-theater,Shop TV & Home Theater | Latest Trends & Affordable Prices,"Browse our premium collection of tv & home theater. Shop top styles, quality brands, and exclusive deals online today!","['tv & home theater', 'buy tv & home theater', 'tv & home theater online']",https://pay.4more.ca/product-category/tv-home-theater/
3389,Dinnerware,dinnerware,Shop Dinnerware | Latest Trends & Affordable Prices,"Browse our premium collection of dinnerware. Shop top styles, quality brands, and exclusive deals online today!","['dinnerware', 'buy dinnerware', 'dinnerware online']",https://pay.4more.ca/product-category/dinnerware/
3583,Drywall & Cement,drywall-cement,Shop Drywall & Cement | Latest Trends & Affordable Prices,"Browse our premium collection of drywall & cement. Shop top styles, quality brands, and exclusive deals online today!","['drywall & cement', 'buy drywall & cement', 'drywall & cement online']",https://pay.4more.ca/product-category/drywall-cement/
5876,Outdoor Recreation,outdoor-recreation,Shop Outdoor Recreation | Latest Trends & Affordable Prices,"Browse our premium collection of outdoor recreation. Shop top styles, quality brands, and exclusive deals online today!","['outdoor recreation', 'buy outdoor recreation', 'outdoor recreation online']",https://pay.4more.ca/product-category/outdoor-recreation/
3584,Smart Home Hubs & Assistants,smart-home-hubs-assistants,Shop Smart Home Hubs & Assistants | Latest Trends & Affordable Prices,"Browse our premium collection of smart home hubs & assistants. Shop top styles, quality brands, and exclusive deals online today!","['smart home hubs & assistants', 'buy smart home hubs & assistants', 'smart home hubs & assistants online']",https://pay.4more.ca/product-category/smart-home-hubs-assistants/
5877,Action Sports,action-sports,Shop Action Sports | Latest Trends & Affordable Prices,"Browse our premium collection of action sports. Shop top styles, quality brands, and exclusive deals online today!","['action sports', 'buy action sports', 'action sports online']",https://pay.4more.ca/product-category/action-sports/
3393,Bubble & Pool Toys,bubble-pool-toys,Fun Bubble Machines & Pool Toys for Kids,"Turn up the fun with our awesome selection of bubble and pool toys! Find bubble machines, dive sticks, water squirters, and more for endless summer fun.","['Bubble toys', 'pool toys', 'water toys', 'bubble machine', 'diving toys', 'pool games', 'water blaster', 'inflatable toys', 'kids pool toys.']",https://pay.4more.ca/product-category/bubble-pool-toys/
3394,Dairy & Eggs,dairy-eggs,Shop Dairy & Eggs | Latest Trends & Affordable Prices,"Browse our premium collection of dairy & eggs. Shop top styles, quality brands, and exclusive deals online today!","['dairy & eggs', 'buy dairy & eggs', 'dairy & eggs online']",https://pay.4more.ca/product-category/dairy-eggs/
3585,Cabinet Hardware,cabinet-hardware,Shop Cabinet Hardware | Latest Trends & Affordable Prices,"Browse our premium collection of cabinet hardware. Shop top styles, quality brands, and exclusive deals online today!","['cabinet hardware', 'buy cabinet hardware', 'cabinet hardware online']",https://pay.4more.ca/product-category/cabinet-hardware/
3395,Printer Paper,printer-paper,Shop Printer Paper | Latest Trends & Affordable Prices,"Browse our premium collection of printer paper. Shop top styles, quality brands, and exclusive deals online today!","['printer paper', 'buy printer paper', 'printer paper online']",https://pay.4more.ca/product-category/printer-paper/
3586,Smart Plugs & Outlets,smart-plugs-outlets,Shop Smart Plugs & Outlets | Latest Trends & Affordable Prices,"Browse our premium collection of smart plugs & outlets. Shop top styles, quality brands, and exclusive deals online today!","['smart plugs & outlets', 'buy smart plugs & outlets', 'smart plugs & outlets online']",https://pay.4more.ca/product-category/smart-plugs-outlets/
3396,Calendars & Planners,calendars-planners,Shop Calendars & Planners | Latest Trends & Affordable Prices,"Browse our premium collection of calendars & planners. Shop top styles, quality brands, and exclusive deals online today!","['calendars & planners', 'buy calendars & planners', 'calendars & planners online']",https://pay.4more.ca/product-category/calendars-planners/
3397,Notebooks & Pads,notebooks-pads,Shop Notebooks & Pads | Latest Trends & Affordable Prices,"Browse our premium collection of notebooks & pads. Shop top styles, quality brands, and exclusive deals online today!","['notebooks & pads', 'buy notebooks & pads', 'notebooks & pads online']",https://pay.4more.ca/product-category/notebooks-pads/
3398,Diapering,diapering,Shop Diapering | Latest Trends & Affordable Prices,"Browse our premium collection of diapering. Shop top styles, quality brands, and exclusive deals online today!","['diapering', 'buy diapering', 'diapering online']",https://pay.4more.ca/product-category/diapering/
3399,Music,music,Shop Music | Latest Trends & Affordable Prices,"Browse our premium collection of music. Shop top styles, quality brands, and exclusive deals online today!","['music', 'buy music', 'music online']",https://pay.4more.ca/product-category/music/
3400,Kids' Clothing,kids-clothing,Shop Kids' Clothing | Latest Trends & Affordable Prices,"Browse our premium collection of kids' clothing. Shop top styles, quality brands, and exclusive deals online today!","[""kids' clothing"", ""buy kids' clothing"", ""kids' clothing online""]",https://pay.4more.ca/product-category/kids-clothing/
3401,Binders & Dividers,binders-dividers,Shop Binders & Dividers | Latest Trends & Affordable Prices,"Browse our premium collection of binders & dividers. Shop top styles, quality brands, and exclusive deals online today!","['binders & dividers', 'buy binders & dividers', 'binders & dividers online']",https://pay.4more.ca/product-category/binders-dividers/
3587,Smart Garden & Outdoor,smart-garden-outdoor,Shop Smart Garden & Outdoor | Latest Trends & Affordable Prices,"Browse our premium collection of smart garden & outdoor. Shop top styles, quality brands, and exclusive deals online today!","['smart garden & outdoor', 'buy smart garden & outdoor', 'smart garden & outdoor online']",https://pay.4more.ca/product-category/smart-garden-outdoor/
3346,Grocery & Food,grocery-food,Shop Grocery & Food | Latest Trends & Affordable Prices,"Browse our premium collection of grocery & food. Shop top styles, quality brands, and exclusive deals online today!","['grocery & food', 'buy grocery & food', 'grocery & food online']",https://pay.4more.ca/product-category/grocery-food/
3402,Women's Clothing,womens-clothing,Shop Women's Clothing | Latest Trends & Affordable Prices,"Browse our premium collection of women's clothing. Shop top styles, quality brands, and exclusive deals online today!","[""women's clothing"", ""buy women's clothing"", ""women's clothing online""]",https://pay.4more.ca/product-category/womens-clothing/
3403,Books,books,Shop Books | Latest Trends & Affordable Prices,"Browse our premium collection of books. Shop top styles, quality brands, and exclusive deals online today!","['books', 'buy books', 'books online']",https://pay.4more.ca/product-category/books/
3404,General Household Cleaning,general-household-cleaning,General Household Cleaning - Shop Now,Shop General Household Cleaning and more. Discover a wide range of Household Cleaners within our Cleaning Products selection. Browse the best Household Cleaners available.,['general_household_cleaning'],https://pay.4more.ca/product-category/general-household-cleaning/
5710,Camping,camping,"Camping Gear Sale | Deals on Tents, Coolers & More | 4more.ca","Score huge savings in our camping gear sale! Find unbeatable deals & clearance prices on tents, sleeping bags, coolers, and more. Get affordable outdoor equipment from top brands. Shop now & save big!","['Camping Gear Sale', 'Camping Deals', 'Discount Camping Gear', 'Cheap Camping Equipment', 'Camping Clearance', 'Affordable Outdoor Gear']",https://pay.4more.ca/product-category/camping/
3405,Audio,audio,Shop Audio | Latest Trends & Affordable Prices,"Browse our premium collection of audio. Shop top styles, quality brands, and exclusive deals online today!","['audio', 'buy audio', 'audio online']",https://pay.4more.ca/product-category/audio/
3588,Wiring & Cables,wiring-cables,Shop Wiring & Cables | Latest Trends & Affordable Prices,"Browse our premium collection of wiring & cables. Shop top styles, quality brands, and exclusive deals online today!","['wiring & cables', 'buy wiring & cables', 'wiring & cables online']",https://pay.4more.ca/product-category/wiring-cables/
3589,Ceiling Lights,ceiling-lights,Shop Ceiling Lights | Latest Trends & Affordable Prices,"Browse our premium collection of ceiling lights. Shop top styles, quality brands, and exclusive deals online today!","['ceiling lights', 'buy ceiling lights', 'ceiling lights online']",https://pay.4more.ca/product-category/ceiling-lights/
3406,Action Figures,action-figures,Shop Action Figures | Latest Trends & Affordable Prices,"Browse our premium collection of action figures. Shop top styles, quality brands, and exclusive deals online today!","['action figures', 'buy action figures', 'action figures online']",https://pay.4more.ca/product-category/action-figures/
3590,Electrical Tools,electrical-tools,Shop Electrical Tools | Latest Trends & Affordable Prices,"Browse our premium collection of electrical tools. Shop top styles, quality brands, and exclusive deals online today!","['electrical tools', 'buy electrical tools', 'electrical tools online']",https://pay.4more.ca/product-category/electrical-tools/
3407,Specialty & Heavy-Duty Cleaning,specialty-heavy-duty-cleaning,Specialty & Heavy-Duty Cleaners for Tough Messes,"For jobs that go beyond the everyday. Find powerful solutions like drain openers, outdoor pressure washer soaps, and specialty car cleaning products in our guide.","['specialty cleaners', 'heavy-duty cleaner', 'drain cleaner', 'pressure washer solutions', 'car cleaning products', 'tough stain remover.']",https://pay.4more.ca/product-category/specialty-heavy-duty-cleaning/
3408,Footware,footware,Shop Shoes | Latest Trends & Affordable Prices,"Browse our premium collection of shoes. Shop top styles, quality brands, and exclusive deals online today!","['shoes', 'buy shoes', 'shoes online']",https://pay.4more.ca/product-category/footware/
3409,Nursing & Feeding,nursing-feeding,Shop Nursing & Feeding | Latest Trends & Affordable Prices,"Browse our premium collection of nursing & feeding. Shop top styles, quality brands, and exclusive deals online today!","['nursing & feeding', 'buy nursing & feeding', 'nursing & feeding online']",https://pay.4more.ca/product-category/nursing-feeding/
3410,Cables & Adapters,cables-adapters,Shop Cables & Adapters | Latest Trends & Affordable Prices,"Browse our premium collection of cables & adapters. Shop top styles, quality brands, and exclusive deals online today!","['cables & adapters', 'buy cables & adapters', 'cables & adapters online']",https://pay.4more.ca/product-category/cables-adapters/
3591,Smart Appliances,smart-appliances,Shop Smart Appliances | Latest Trends & Affordable Prices,"Browse our premium collection of smart appliances. Shop top styles, quality brands, and exclusive deals online today!","['smart appliances', 'buy smart appliances', 'smart appliances online']",https://pay.4more.ca/product-category/smart-appliances/
3592,Carpet & Upholstery Cleaners,carpet-upholstery-cleaners,Best Carpet & Upholstery Cleaners for Any Stain (2025),"From pet stain removers to deep cleaning shampoos, discover the best carpet and upholstery cleaners of 2025. Learn how to treat any fabric or stain at home.","['carpet cleaner', 'upholstery cleaner', 'best stain remover for carpet', 'sofa cleaner', 'how to clean upholstery', 'pet stain and odor remover', 'enzymatic cleaner', 'furniture cleaning codes.']",https://pay.4more.ca/product-category/carpet-upholstery-cleaners/
