Table Name,Record ID,Product URL,Inspection Photo,Product Name,Description,Retail Price (CAD),Weight,Dimension,Brand,Good product images,Processing Status,Processing Timestamp,Error Message
Items-Bid4more,recFPztEp1UDL6ORa,https://www.walmart.com/ip/L-Oreal-Paris-Elvive-Hyaluron-Plump-Shampoo-26-5-fl-oz/8641971959,,"L'Oreal Paris Elvive Hyaluron Plump Shampoo, 26.5 fl oz",Not found,Not found,Not found,Not found,L'Oreal Paris,,Completed,2025-07-21T14:55:28.200511,
Items-Bid4more,recQrVWzUmnJiG83w,https://odelebeauty.com/products/volumizing-conditioner?variant=29467675131978,,Volumizing Conditioner,"Give your hair a lift with this salon-grade conditioner that helps hair look and feel thicker while enabling increased bounce and movement. Fortified with amino acids to promote hair strength, this nourishing conditioner moisturizes and adds shine without adding weight.",$17.99 CAD,13 oz,Not found,Odele Beauty,"http://odelebeauty.com/cdn/shop/files/VolumizingConditioner_13oz.jpg?v=1743788427, https://odelebeauty.com/cdn/shop/files/VolumizingConditioner_13oz.jpg?v=1743788427, https://odelebeauty.com/cdn/shop/files/VolumizingConditioner_13oz_600x600_crop_center.jpg?v=1743788427",Completed,2025-07-21T14:55:30.420705,
Items-Bid4more,recHdV9qHjVxxNCa1,https://www.amazon.ca/philosophy-Purity-Made-Simple-Moisturizer/dp/B079SJ7RYS,,Not found,Not found,Not found,Not found,Not found,Not found,,Completed,2025-07-21T14:55:41.895448,
Items-Bid4more,recH92btlGuXdEQe3,https://www.amazon.ca/philosophy-Purity-Made-Simple-Moisturizer/dp/B079SJ7RYS,,philosophy Purity Made Simple One-Step Facial Cleanser,Not found,Not found,Not found,Not found,philosophy,,Completed,2025-07-21T14:55:43.574129,
Items-Bid4more,recZczyY4yxXDHAny,https://www.amazon.ca/philosophy-Purity-Made-Simple-Moisturizer/dp/B079SJ7RYS,,Not found,Not found,Not found,Not found,Not found,Not found,,Completed,2025-07-21T14:55:45.341872,
Items-Bid4more,rec30PRdURUDcpBqX,https://www.walmart.com/ip/Duke-Cannon-Thick-Body-Wash-Midnight-Swim-Sea-Grass-Sandalwood-Scent-17-5-oz-1-Bottle/2584454936,,Duke Cannon Thick Body Wash - Midnight Swim (Sea Grass + Sandalwood Scent) - 17.5 oz - 1 Bottle,"Duke Cannon Thick Body Wash - Midnight Swim (Sea Grass + Sandalwood Scent) - 17.5 oz - 1 Bottle. This body wash is inspired by the open seas. With its superior lather and steel-cut grains, you'll smell sea grass good.",Not found,1.1 lbs,"3.58""L x 2.36""W x 8.19""H",Duke Cannon Supply Co,https://i5.walmartimages.com/asr/a6299e24-f00e-4600-8643-16f94368e426.7184007f1967b18a385022e3f03d75a4.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,Completed,2025-07-21T14:55:47.424775,
Items-Bid4more,recf3nswhu5AeHb95,https://www.nativecos.com/products/shampoo?_pos=1&_sid=5c82e7a45&_ss=r&variant=46204818817198,,Error parsing response,Could not parse Gemini AI response,Not found,Not found,Not found,Not found,,Completed,2025-07-21T14:55:54.078472,
Items-Bid4more,recNoaOol3ULzAn85,https://www.nativecos.com/products/shampoo?_pos=1&_sid=5c82e7a45&_ss=r&variant=46204818817198,,Native Moisturizing Shampoo | Ocean & Timber,"Native’s Ocean & Timber Shampoo feels like you’re savoring a seaside breeze under the sun. Clean, refreshing, and a little bit earthy.",$13.50 CAD,11.5 oz,Not found,Native,"http://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024, https://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024",Completed,2025-07-21T14:55:59.334503,
Items-Bid4more,reckbBsPTeNiaRnY0,https://www.nativecos.com/products/shampoo?_pos=1&_sid=5c82e7a45&_ss=r&variant=46204818817198,,Native Moisturizing Shampoo | Ocean & Timber,"Native’s Ocean & Timber Shampoo feels like you’re savoring a seaside breeze under the sun. Clean, refreshing, and a little bit earthy.",Not found,Not found,Not found,Native,"http://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024, https://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024",Completed,2025-07-21T14:56:10.113774,
Items-Bid4more,recJgKkxM7s66p7Hy,https://www.nativecos.com/products/shampoo?_pos=1&_sid=5c82e7a45&_ss=r&variant=46204818817198,,Native Moisturizing Shampoo | Ocean & Timber,"Native’s Ocean & Timber Shampoo feels like you’re savoring a seaside breeze under the sun. Clean, refreshing, and a little bit earthy.",$13.99 CAD,11.5 oz,Not found,Native,"http://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024, https://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024",Completed,2025-07-21T14:56:16.244481,
Items-Bid4more,recc9cj6tOsB3Ap54,https://www.nativecos.com/products/shampoo?_pos=1&_sid=5c82e7a45&_ss=r&variant=46204818817198,,Native Moisturizing Shampoo | Ocean & Timber,"Native’s Ocean & Timber Shampoo feels like you’re savoring a seaside breeze under the sun. Clean, refreshing, and a little bit earthy.",Not found,Not found,Not found,Native,"http://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024, https://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024",Completed,2025-07-21T14:56:22.195730,
Items-Bid4more,recA3yLkXVdLChAyW,https://www.nativecos.com/products/shampoo?_pos=3&_psq=cucumber+%26+mint&_ss=e&_v=1.0&variant=46204818751662,,Native Volumizing Shampoo | Cucumber & Mint,"Our cucumber & mint shampoo provides weightless lift for full, voluminous hair. Uses just 10 thoughtful ingredients while being vegan and cruelty-free.",Not found,Not found,Not found,Native,"http://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024, https://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024",Completed,2025-07-21T14:56:27.121124,
Items-Bid4more,recQmHsFYxmbkzljX,https://www.nativecos.com/products/shampoo?_pos=3&_psq=cucumber+%26+mint&_ss=e&_v=1.0&variant=46204818751662,,Native Volumizing Shampoo | Cucumber & Mint,"Our cucumber & mint shampoo provides weightless lift for full, voluminous hair. Uses just 10 thoughtful ingredients while vegan and cruelty-free.",Not found,Not found,Not found,Native,"http://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024, https://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024",Completed,2025-07-21T14:56:32.349602,
Items-Bid4more,rec1rWhul58QNsnz3,https://www.walmart.com/ip/Duke-Cannon-Thick-Body-Wash-Midnight-Swim-Sea-Grass-Sandalwood-Scent-17-5-oz-1-Bottle/2584454936?classType=REGULAR,,Duke Cannon Thick Body Wash - Midnight Swim (Sea Grass & Sandalwood Scent) - 17.5 oz - 1 Bottle,Duke Cannon Thick Body Wash in Midnight Swim scent. This body wash has a sea grass and sandalwood scent and comes in a 17.5 oz bottle.,Not found,1.1 lbs,3.19 x 3.19 x 8.66 in,Duke Cannon,"https://i5.walmartimages.com/asr/17627223-e8eb-4d96-a78f-38775a043130.b6e7f62f94d10584b729a2601527757a.jpeg, https://i5.walmartimages.com/asr/f13f0704-b4a0-4625-b405-96273d0f3119.556f254d29894489d361901d3e5c7062.jpeg",Completed,2025-07-21T14:56:39.536376,
Items-Bid4more,recTViQhEijBkaAcr,https://www.walmart.com/ip/Duke-Cannon-Thick-Body-Wash-Midnight-Swim-Sea-Grass-Sandalwood-Scent-17-5-oz-1-Bottle/2584454936?classType=REGULAR,,Duke Cannon Thick Body Wash Midnight Swim Sea Grass & Sandalwood Scent 17.5 oz 1 Bottle,Duke Cannon Thick Body Wash Midnight Swim is inspired by jumping into a cool lake on a summer night after a long day of work or play. The refreshing scent of sea grass and sandalwood leaves you smelling good without being overpowering. This thick lathering body wash will help you relax and feel rejuvenated after a long day.,Not found,1.1 lbs,2.7 x 3.2 x 8.5 inches,Duke Cannon,"https://i5.walmartimages.com/asr/7383c2c2-4a8c-4d65-b251-648f799898f2.99496920c607e7c92b641754989b3f62.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF, https://i5.walmartimages.com/asr/44071944-e17b-4b29-a85a-c9798a6e1022.670e5325788807215e3a03746f563541.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF",Completed,2025-07-21T14:56:45.202471,
Items-Bid4more,recabUg1u5EDz7jok,https://a.co/d/1gW2Ze3,,Not found,Not found,Not found,Not found,Not found,Not found,,Completed,2025-07-21T14:56:53.983057,
Items-Bid4more,recnW6E2Rr5S9FGbB,https://www.nativecos.com/products/conditioner?variant=46204817703086&srsltid=AfmBOoq6jri3ZLRNFZdBFJMcxkMTqDQg9ogFLLweodC8fkKVobA6VRmG,,Native Almond & Shea Butter Strengthening Conditioner,"Native Shea Butter & Almond conditioner strengthens hair against damage.  This conditioner is free of sulfated surfactants, silicone, dye, and parabens.",$13.99 CAD,11.5 oz,Not found,Native,"https://www.nativecos.com/cdn/shop/files/strengthening-conditioner-almond-shea-butter-1_f6662399-e092-4821-a728-5b09954c9d13.png?v=1739471433&width=1024, https://www.nativecos.com/cdn/shop/files/strengthening-conditioner-almond-shea-butter-3_5078e074-70e9-4438-a2e7-55a062311a1c.png?v=1739471434&width=1024, https://www.nativecos.com/cdn/shop/files/strengthening-conditioner-almond-shea-butter-2_f6ff30d9-2f29-4672-900b-d23c7a2d0b52.png?v=1739471434&width=1024",Completed,2025-07-21T14:56:57.159526,
Items-Bid4more,recCg8bGbJNHtp0Vk,https://www.amazon.com/Gaiam-Yoga-Mat-Cleaner-Spray/dp/B000VDRQSK,,Not found,Not found,Not found,Not found,Not found,Not found,,Completed,2025-07-21T14:57:04.634763,
Items-Bid4more,rech0ECkc6LKmReIn,https://odelebeauty.com/products/dry-shampoo?srsltid=AfmBOoo06Wbafj9_w3Bfpz7P6NZP6cfdtxvQm-Mu_d-eTWnDkLdNsxeZ,,Dry Shampoo,"Absorb excess oil and add oomph between showers with this nutrient-packed, plant-based powder. No one will ever know if you skip a wash day (or two).",$16.78 CAD,1 oz,Not found,Odele Beauty,"https://odelebeauty.com/cdn/shop/files/DryShampoo_1oz.jpg?v=1735574566, https://odelebeauty.com/cdn/shop/files/DryShampoo_1oz_600x600_crop_center.jpg?v=1735574566",Completed,2025-07-21T14:57:06.274091,
Items-Bid4more,reckquuKYRjpC8dV0,https://www.amazon.com/Purezero-Biotin-Strengthening-Shampoo-Volumizing/dp/B07PY94VJS?th=1&psc=1,,Not found,Not found,Not found,Not found,Not found,Not found,,Completed,2025-07-21T14:57:10.985829,
Items-Bid4more,recmSt10e2u2qBGtl,https://www.walmart.com/ip/Hask-Biotin-Boost-Thickening-Shampoo-12-fl-oz/710552999,,Hask Biotin Boost Thickening Shampoo,"Hask Biotin Boost Thickening Shampoo is infused with Biotin, Collagen, and Coffee to help hair appear thicker, fuller and healthier.  This color-safe shampoo gently cleanses while adding body and volume for visibly thicker looking tresses.",Not found,12 fl oz,Not found,Hask,"https://i5.walmartimages.com/asr/86067c39-86f7-4e8d-9e18-7e47c660796d.623e880b6784a5b33401422dc2605f04.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF, https://i5.walmartimages.com/asr/74f911c2-3047-4987-8916-d260625427e9.a4e79872e7a4f69e1f96638d6498587b.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF, https://i5.walmartimages.com/asr/7f89dd1e-4692-4145-857a-4605a23744b1.9f217e26c7329d638c5532100d3c9c82.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF",Completed,2025-07-21T14:57:12.738711,
Items-Bid4more,recfBzgOwV7HnezD7,https://www.walmart.com/ip/Beloved-Calm-Vegan-Body-Wash-with-Turquoise-Water-Lily-Vitamin-E-18-fl-oz/6382514407,,"Beloved Calm Vegan Body Wash with Turquoise Water Lily & Vitamin E, 18 fl oz","Beloved Calm Vegan Body Wash with Turquoise Water Lily and Vitamin E will leave your skin feeling clean and soft. This body wash is infused with a blend of essential oils, including turquoise water lily, to create a calming and relaxing experience. The vegan formula is gentle on the skin and free of harsh chemicals, making it suitable for all skin types.",Not found,1.25 lb,2.75 x 3.5 x 8.25 in,Beloved,https://i5.walmartimages.com/asr/88282e15-d294-4c22-9a46-09f2573425f5.3e559216ef1496412f220d06112458a8.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,Completed,2025-07-21T14:57:21.014369,
Items-Bid4more,recTC2tOO2ekF5dgS,https://a.co/d/9VluNpj,,Not found,Not found,Not found,Not found,Not found,Not found,,Completed,2025-07-21T14:57:26.855351,
Items-Bid4more,recMsbzepOABxTRkn,https://www.walmart.ca/en/ip/Unicel-C-8316-Replacement-150-SqFt-Pool-Filter-Cartridge-215-Pleats/2IWLU5YTJUFT,,"Unicel C-8316 Replacement 150 SqFt Pool Filter Cartridge, 215 Pleats","The Unicel C-8316 Replacement Filter Cartridge features 150 square feet of 3-ounce basis weight media made of 100-percent polyester Reemay material, ensuring high performance and dependable filtration.  The uniform pleats and Reemay media deliver higher dirt-holding capacity and more time between cleanings, while the smooth surface resists degradation from chemicals and holds up to multiple cleanings.",CAD170.99,Not found,Not found,Unicel,https://i5.walmartimages.com/asr/2fa5631b-d1cb-429f-a8b1-f3bc4feaefdc.c2d2c709efa706b10bbf4a1321b13b88.jpeg,Completed,2025-07-21T14:57:30.287181,
Items-Bid4more,recXe03TO06oOwX94,https://www.walmart.ca/en/ip/Unicel-C-8316-Replacement-150-SqFt-Pool-Filter-Cartridge-215-Pleats/2IWLU5YTJUFT,,"Unicel C-8316 Replacement 150 SqFt Pool Filter Cartridge, 215 Pleats","The Unicel C-8316 Replacement Filter Cartridge features 150 square feet of 3-ounce basis weight media made of 100-percent polyester Reemay material, ensuring high performance and dependable filtration.  The uniform pleats and Reemay media deliver higher dirt-holding capacity and more time between cleanings, while the smooth surface resists degradation from chemicals and holds up to multiple cleanings.",CAD170.99,Not found,Not found,Unicel,https://i5.walmartimages.com/asr/2fa5631b-d1cb-429f-a8b1-f3bc4feaefdc.c2d2c709efa706b10bbf4a1321b13b88.jpeg,Completed,2025-07-21T14:57:38.788058,
Items-Bid4more,recrsiZquWqSsfp89,https://www.walmart.ca/en/ip/Every-Man-Jack-852ML-3in1-All-Over-Wash-Cedarwood/6000207213270?selectedSellerId=0&wl13=3064&gStoreCode=3064&gQT=0,,Every Man Jack 852ML 3in1 All Over Wash Cedarwood,"Clean, hydrate, and condition both hair and body with naturally derived Coconut-Derived Surfactants, Soy Protein, and Aloe Vera for stronger hair and hydrated skin. Born at the base of Mt. Tam in Marin County, California.",CAD$14.97,Not found,Not found,Every Man Jack,https://i5.walmartimages.com/asr/b5f91480-7267-4819-9c38-68202713d82c.4d740b9e9f285db883bc50e51bc6b885.jpeg,Completed,2025-07-21T14:57:45.167390,
Items-Bid4more,recxkDxcnavOqFxOF,https://www.amazon.com/Purezero-Conditioner-Biotin-12-Fl/dp/B07Q1JTB1K,,Not found,Not found,Not found,Not found,Not found,Not found,,Completed,2025-07-21T14:57:50.605872,
Items-Bid4more,recydL4xlR9WMogYO,https://a.co/d/f27HdLu,,Not found,Not found,Not found,Not found,Not found,Not found,,Completed,2025-07-21T14:57:52.542444,
Items-Bid4more,recL0KqsgKQOvjaLd,https://www.ebay.ca/itm/305198331679,,"LED Strip Lights, WiFi Smart LED Light Strips 50ft RGB Color Changing Music Sync LED Lights for Bedroom, Room, Kitchen, TV, Party Decoration Compatible with Alexa, Google Home (2 Rolls of 25ft)","These LED strip lights offer a vibrant and customizable lighting experience. With WiFi connectivity, you can control the lights through your smartphone, adjusting colors, brightness, and setting schedules.  The lights can also sync with music and offer various dynamic modes, making them perfect for enhancing your home entertainment or setting the mood for parties.",$37.99 CAD,670g,22.8cm*15.2cm*5.1cm,Not found,"https://i.ebayimg.com/images/g/2hUAAOSw~m1k8n69/s-l1600.jpg, https://i.ebayimg.com/images/g/w9UAAOSwR4Jk8n69/s-l1600.jpg, https://i.ebayimg.com/images/g/hVMAAOSwt9lk8n69/s-l1600.jpg, https://i.ebayimg.com/images/g/jR8AAOSwU29k8n69/s-l1600.jpg, https://i.ebayimg.com/images/g/59UAAOSwQpNk8n69/s-l1600.jpg, https://i.ebayimg.com/images/g/~u8AAOSw9gNk8n69/s-l1600.jpg, https://i.ebayimg.com/images/g/W70AAOSw40Fk8n69/s-l1600.jpg, https://i.ebayimg.com/images/g/0l8AAOSw335k8n69/s-l1600.jpg",Completed,2025-07-21T14:57:55.701112,
Items-Bid4more,recWnCJSUWncPR5Iz,https://a.co/d/75aVdYX,,Not found,Not found,Not found,Not found,Not found,Not found,,Completed,2025-07-21T14:58:24.280010,
Items-Bid4more,reccxTHh2wh8L3Ufn,https://a.co/d/1mfBu7M,,Not found,Not found,Not found,Not found,Not found,Not found,,Completed,2025-07-21T14:58:26.413559,
Items-Bid4more,rec9WhKiPDQk4HhW6,NA,,Not found,Not found,Not found,Not found,Not found,Not found,,Completed,2025-07-21T14:58:28.605116,
Items-Bid4more,recJjFE0dEqAOHMZk,NA,,Not found,Not found,Not found,Not found,Not found,Not found,,Completed,2025-07-21T14:58:30.825226,
Items-Bid4more,recpEolDRkjGMsdyM,https://amzn.asia/d/7qOssof,,"Apple AirPods Pro (2nd Generation) Wireless Earbuds, Active Noise Cancellation, Personalized Spatial Audio, MagSafe Charging Case, Bluetooth Headphones for iPhone - White","Personalized Spatial Audio with dynamic head tracking places sound all around you to create a three-dimensional listening experience for music, movies, and TV shows, delivering sound that’s even more immersive. Next-level Active Noise Cancellation reduces unwanted background noise, so you can listen without distractions.",$329.00,5.3 grams (AirPods Pro each); 45.2 grams (Charging Case),21.8 mm x 24 mm x 30.9 mm (AirPods Pro each); 45.2 mm x 60.6 mm x 21.7 mm (Charging Case),Apple,"https://m.media-amazon.com/images/I/71zny7B-RFL._AC_UY218_.jpg, https://m.media-amazon.com/images/I/61SUj2aKoOL._AC_UY218_.jpg, https://m.media-amazon.com/images/I/710t-uVpVEL._AC_UY218_.jpg, https://m.media-amazon.com/images/I/71N8bGZr-UL._AC_UY218_.jpg, https://m.media-amazon.com/images/I/81Cy4eoD7HL._AC_UY218_.jpg, https://m.media-amazon.com/images/I/61AbeLopQ7L._AC_UY218_.jpg, https://m.media-amazon.com/images/I/81-+o+fYz9L._AC_UY218_.jpg",Completed,2025-07-21T14:58:33.417224,
