Table Name,Record ID,Product URL,Inspection Photo,Product Name,Description,Retail Price (CAD),Weight,Dimension,Brand,Good product images,Processing Status,Processing Timestamp,Error Message
Items-Bid4more,recFPztEp1UDL6ORa,https://www.walmart.com/ip/L-Oreal-Paris-Elvive-Hyaluron-Plump-Shampoo-26-5-fl-oz/8641971959,,"L'Oreal Paris Elvive Hyaluron Plump Shampoo, 26.5 fl oz",Not found,Not found,Not found,Not found,L'Oreal Paris,,Completed,2025-07-21T14:01:28.570117,
Items-Bid4more,recQrVWzUmnJiG83w,https://odelebeauty.com/products/volumizing-conditioner?variant=29467675131978,,Volumizing Conditioner,"Give your hair a lift with this salon-grade conditioner that helps hair look and feel thicker while enabling increased bounce and movement. Fortified with amino acids to promote hair strength, this nourishing conditioner moisturizes and adds shine without adding weight.",$16.55 CAD,13 oz,Not found,Odele Beauty,"http://odelebeauty.com/cdn/shop/files/VolumizingConditioner_13oz.jpg?v=1743788427, https://odelebeauty.com/cdn/shop/files/VolumizingConditioner_13oz.jpg?v=1743788427, https://odelebeauty.com/cdn/shop/files/VolumizingConditioner_13oz_600x600_crop_center.jpg?v=1743788427",Completed,2025-07-21T14:01:30.822235,
Items-Bid4more,recHdV9qHjVxxNCa1,https://www.amazon.ca/philosophy-Purity-Made-Simple-Moisturizer/dp/B079SJ7RYS,,Not found,Not found,Not found,Not found,Not found,Not found,,Completed,2025-07-21T14:01:43.315997,
Items-Bid4more,recH92btlGuXdEQe3,https://www.amazon.ca/philosophy-Purity-Made-Simple-Moisturizer/dp/B079SJ7RYS,,Not found,Not found,Not found,Not found,Not found,Not found,,Completed,2025-07-21T14:01:44.866375,
Items-Bid4more,recZczyY4yxXDHAny,https://www.amazon.ca/philosophy-Purity-Made-Simple-Moisturizer/dp/B079SJ7RYS,,Not found,Not found,Not found,Not found,Not found,Not found,,Completed,2025-07-21T14:01:46.387632,
Items-Bid4more,rec30PRdURUDcpBqX,https://www.walmart.com/ip/Duke-Cannon-Thick-Body-Wash-Midnight-Swim-Sea-Grass-Sandalwood-Scent-17-5-oz-1-Bottle/2584454936,,"Duke Cannon Thick Body Wash Midnight Swim Sea Grass & Sandalwood Scent 17.5 oz, 1 Bottle","Duke Cannon Thick Body Wash Midnight Swim Sea Grass & Sandalwood Scent cleanses and invigorates with a rich, thick lather. This body wash is inspired by the invigorating sensation of a midnight swim in the ocean.",Not found,1.1 lbs,Not found,Duke Cannon,https://i5.walmartimages.com/asr/3d286477-f82f-4995-89d6-f0c563367788.487b393e49b28760295b6867d33b2345.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,Completed,2025-07-21T14:01:48.025425,
Items-Bid4more,recf3nswhu5AeHb95,https://www.nativecos.com/products/shampoo?_pos=1&_sid=5c82e7a45&_ss=r&variant=46204818817198,,Native Moisturizing Shampoo | Ocean & Timber,"Native’s Ocean & Timber Shampoo feels like you’re savoring a seaside breeze under the sun. Clean, refreshing, and a little bit earthy.",Not found,Not found,Not found,Native,"http://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024, https://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024",Completed,2025-07-21T14:01:53.759519,
Items-Bid4more,recNoaOol3ULzAn85,https://www.nativecos.com/products/shampoo?_pos=1&_sid=5c82e7a45&_ss=r&variant=46204818817198,,Native Moisturizing Shampoo | Ocean & Timber,"Native’s Ocean & Timber Shampoo feels like you’re savoring a seaside breeze under the sun. Clean, refreshing, and a little bit earthy.",Not found,Not found,Not found,Native,"http://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024, https://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024",Completed,2025-07-21T14:01:58.472117,
Items-Bid4more,reckbBsPTeNiaRnY0,https://www.nativecos.com/products/shampoo?_pos=1&_sid=5c82e7a45&_ss=r&variant=46204818817198,,Native Moisturizing Shampoo | Ocean & Timber,"Native’s Ocean & Timber Shampoo feels like you’re savoring a seaside breeze under the sun. Clean, refreshing, and a little bit earthy.",Not found,Not found,Not found,Native,"http://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024, https://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024",Completed,2025-07-21T14:02:03.386608,
Items-Bid4more,recJgKkxM7s66p7Hy,https://www.nativecos.com/products/shampoo?_pos=1&_sid=5c82e7a45&_ss=r&variant=46204818817198,,Native Moisturizing Shampoo | Ocean & Timber,"Native’s Ocean & Timber Shampoo feels like you’re savoring a seaside breeze under the sun. Clean, refreshing, and a little bit earthy.",Not found,Not found,Not found,Native,"http://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024, https://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024",Completed,2025-07-21T14:02:12.397715,
Items-Bid4more,recc9cj6tOsB3Ap54,https://www.nativecos.com/products/shampoo?_pos=1&_sid=5c82e7a45&_ss=r&variant=46204818817198,,Native Moisturizing Shampoo | Ocean & Timber,"Native’s Ocean & Timber Shampoo feels like you’re savoring a seaside breeze under the sun. Clean, refreshing, and a little bit earthy.",Not found,Not found,Not found,Native,"http://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024, https://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024",Completed,2025-07-21T14:02:17.210623,
Items-Bid4more,recA3yLkXVdLChAyW,https://www.nativecos.com/products/shampoo?_pos=3&_psq=cucumber+%26+mint&_ss=e&_v=1.0&variant=46204818751662,,Native Volumizing Shampoo | Cucumber & Mint,"Our cucumber & mint shampoo provides weightless lift for full, voluminous hair. Uses just 10 thoughtful ingredients while vegan and cruelty-free.",Not found,Not found,Not found,Native,"http://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024, https://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024",Completed,2025-07-21T14:02:22.015677,
Items-Bid4more,recQmHsFYxmbkzljX,https://www.nativecos.com/products/shampoo?_pos=3&_psq=cucumber+%26+mint&_ss=e&_v=1.0&variant=46204818751662,,Native Volumizing Shampoo | Cucumber & Mint,"Our cucumber & mint shampoo provides weightless lift for full, voluminous hair. Uses just 10 thoughtful ingredients while vegan and cruelty-free.",Not found,Not found,Not found,Native,"http://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024, https://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024",Completed,2025-07-21T14:02:26.631674,
Items-Bid4more,rec1rWhul58QNsnz3,https://www.walmart.com/ip/Duke-Cannon-Thick-Body-Wash-Midnight-Swim-Sea-Grass-Sandalwood-Scent-17-5-oz-1-Bottle/2584454936?classType=REGULAR,,Duke Cannon Thick Body Wash - Midnight Swim (Sea Grass + Sandalwood Scent) - 17.5 oz - 1 Bottle,Duke Cannon Thick Body Wash in Midnight Swim scent. This 17.5 oz bottle offers a sea grass and sandalwood fragrance.,Not found,1.1 lbs,3.5 x 3.5 x 8.5 inches,Duke Cannon,https://i5.walmartimages.com/asr/8790d27e-e23a-4c07-9e47-6d03586e139e.401143f462857945e463a6c1e5b2e082.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,Completed,2025-07-21T14:02:31.445329,
Items-Bid4more,recTViQhEijBkaAcr,https://www.walmart.com/ip/Duke-Cannon-Thick-Body-Wash-Midnight-Swim-Sea-Grass-Sandalwood-Scent-17-5-oz-1-Bottle/2584454936?classType=REGULAR,,Duke Cannon Thick Body Wash - Midnight Swim (Sea Grass + Sandalwood Scent) - 17.5 oz - 1 Bottle,"Duke Cannon Thick Body Wash - Midnight Swim (Sea Grass + Sandalwood Scent) is inspired by those covert missions conducted by the Navy SEALs.  This body wash lathers thick and rinses clean, leaving skin feeling refreshed and smelling like a million bucks.",Not found,1.1 lbs,2.75 x 2.75 x 8 inches,Duke Cannon Supply Co,"https://i5.walmartimages.com/asr/7b68997d-d3d1-460b-a39a-673105c990e4.d37e932008129880599098499f81339b.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF, https://i5.walmartimages.com/asr/e0744a84-5c62-4179-90e0-4657258f01b6.96d1c208d2a48d783a57954050906e10.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF, https://i5.walmartimages.com/asr/3618c188-5a23-46eb-80b7-6a85c5e6305e.f048c53c1601618012be9d77e977e8b4.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF",Completed,2025-07-21T14:02:36.486428,
Items-Bid4more,recabUg1u5EDz7jok,https://a.co/d/1gW2Ze3,,Not found,Not found,Not found,Not found,Not found,Not found,,Completed,2025-07-21T14:02:44.756888,
Items-Bid4more,recnW6E2Rr5S9FGbB,https://www.nativecos.com/products/conditioner?variant=46204817703086&srsltid=AfmBOoq6jri3ZLRNFZdBFJMcxkMTqDQg9ogFLLweodC8fkKVobA6VRmG,,Native Almond & Shea Butter Strengthening Conditioner,"Native Shea Butter & Almond conditioner strengthens hair against damage. This conditioner is free of sulfated surfactants, silicone, dye, and parabens.",$13.99 CAD,11.5 oz,Not found,Native,"http://www.nativecos.com/cdn/shop/files/strengthening-conditioner-almond-shea-butter-1_f6662399-e092-4821-a728-5b09954c9d13.png?v=1739471433&width=1024, https://www.nativecos.com/cdn/shop/files/strengthening-conditioner-almond-shea-butter-1_f6662399-e092-4821-a728-5b09954c9d13.png?v=1739471433&width=1024",Completed,2025-07-21T14:02:46.804061,
Items-Bid4more,recCg8bGbJNHtp0Vk,https://www.amazon.com/Gaiam-Yoga-Mat-Cleaner-Spray/dp/B000VDRQSK,,Not found,Not found,Not found,Not found,Not found,Not found,,Completed,2025-07-21T14:02:51.926027,
Items-Bid4more,rech0ECkc6LKmReIn,https://odelebeauty.com/products/dry-shampoo?srsltid=AfmBOoo06Wbafj9_w3Bfpz7P6NZP6cfdtxvQm-Mu_d-eTWnDkLdNsxeZ,,Dry Shampoo,"Absorb excess oil and add oomph between showers with this nutrient-packed, plant-based powder. No one will ever know if you skip a wash day (or two).",$14.99 CAD,1 oz,Not found,Odele Beauty,"https://odelebeauty.com/cdn/shop/files/DryShampoo_1oz.jpg?v=1735574566, https://odelebeauty.com/cdn/shop/files/DryShampoo_1oz_600x600_crop_center.jpg?v=1735574566, https://odelebeauty.com/cdn/shop/files/DryShampoo_Group_600x600_crop_center.jpg?v=1735574566",Completed,2025-07-21T14:02:53.564025,
Items-Bid4more,reckquuKYRjpC8dV0,https://www.amazon.com/Purezero-Biotin-Strengthening-Shampoo-Volumizing/dp/B07PY94VJS?th=1&psc=1,,Not found,Not found,Not found,Not found,Not found,Not found,,Completed,2025-07-21T14:02:57.622192,
Items-Bid4more,recmSt10e2u2qBGtl,https://www.walmart.com/ip/Hask-Biotin-Boost-Thickening-Shampoo-12-fl-oz/710552999,,Hask Biotin Boost Thickening Shampoo,"Hask Biotin Boost Thickening Shampoo is infused with biotin, collagen, and coffee to help volumize hair and strengthen strands from root to tip, leaving hair looking thicker and fuller.  This color-safe, sulfate-free, paraben-free, phthalate-free, gluten-free, drying alcohol-free, and artificial color-free formula is ideal for fine or thinning hair.",Not found,12 fl oz,Not found,Hask,https://i5.walmartimages.com/asr/851b7115-4928-467e-b288-3f05d45f6637.a7ed87291edc288d1f1f635e0606517f.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,Completed,2025-07-21T14:02:59.607894,
Items-Bid4more,recfBzgOwV7HnezD7,https://www.walmart.com/ip/Beloved-Calm-Vegan-Body-Wash-with-Turquoise-Water-Lily-Vitamin-E-18-fl-oz/6382514407,,"Beloved Calm Vegan Body Wash with Turquoise Water Lily & Vitamin E, 18 fl oz",Beloved Calm Vegan Body Wash is infused with turquoise water lily and vitamin E. This body wash will leave you feeling clean and refreshed.,Not found,1.25 lb,2.88 x 4.13 x 9.13 in,Beloved,https://i5.walmartimages.com/asr/60647ad1-8693-4c13-8629-569d5f6e7d9c.468986eb4b057599a59a62855a28c214.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,Completed,2025-07-21T14:03:05.164730,
Items-Bid4more,recTC2tOO2ekF5dgS,https://a.co/d/9VluNpj,,PURITO Centella Green Level Safe Sun SPF50+ PA++++ Sunscreen 70ml,"PURITO Centella Green Level Safe Sun is a lightweight, broad-spectrum sunscreen that offers SPF50+ PA++++ protection against UVA and UVB rays.  Formulated with Centella Asiatica extract, it soothes and hydrates the skin while providing a non-greasy finish.",$24.99,70g,Not found,PURITO,"https://m.media-amazon.com/images/I/71t1pP6Q+XL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71MClA-982L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/7151s4dJ85L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/81v8l3z04FL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71tJ-7Lix+L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61U0-n-B8UL._AC_UF1000,1000_QL80_.jpg",Completed,2025-07-21T14:03:10.165538,
Items-Bid4more,recMsbzepOABxTRkn,https://www.walmart.ca/en/ip/Unicel-C-8316-Replacement-150-SqFt-Pool-Filter-Cartridge-215-Pleats/2IWLU5YTJUFT,,"Unicel C-8316 Replacement 150 SqFt Pool Filter Cartridge, 215 Pleats","The Unicel C-8316 Replacement Filter Cartridge features 150 square feet of 3-ounce basis weight media made of 100-percent polyester Reemay material, ensuring high performance and dependable filtration.  The uniform pleats and Reemay media deliver higher dirt-holding capacity and more time between cleanings, while the smooth surface resists degradation from chemicals and holds up to multiple cleanings.",$170.99,Not found,Not found,Unicel,https://i5.walmartimages.com/asr/2fa5631b-d1cb-429f-a8b1-f3bc4feaefdc.c2d2c709efa706b10bbf4a1321b13b88.jpeg,Completed,2025-07-21T14:03:19.676256,
Items-Bid4more,recXe03TO06oOwX94,https://www.walmart.ca/en/ip/Unicel-C-8316-Replacement-150-SqFt-Pool-Filter-Cartridge-215-Pleats/2IWLU5YTJUFT,,"Unicel C-8316 Replacement 150 SqFt Pool Filter Cartridge, 215 Pleats","The Unicel C-8316 Replacement Filter Cartridge features 150 square feet of 3-ounce basis weight media made of 100-percent polyester Reemay material, ensuring high performance and dependable filtration.  The uniform pleats and Reemay media deliver higher dirt-holding capacity and more time between cleanings, while the smooth surface resists degradation from chemicals and holds up to multiple cleanings.",CAD170.99,Not found,Not found,Unicel,https://i5.walmartimages.com/asr/2fa5631b-d1cb-429f-a8b1-f3bc4feaefdc.c2d2c709efa706b10bbf4a1321b13b88.jpeg,Completed,2025-07-21T14:03:29.095784,
Items-Bid4more,recrsiZquWqSsfp89,https://www.walmart.ca/en/ip/Every-Man-Jack-852ML-3in1-All-Over-Wash-Cedarwood/6000207213270?selectedSellerId=0&wl13=3064&gStoreCode=3064&gQT=0,,Every Man Jack 852ML 3in1 All Over Wash Cedarwood,"Clean, hydrate, and condition both hair and body with naturally derived Coconut-Derived Surfactants, Soy Protein, and Aloe Vera for stronger hair and hydrated skin. Born at the base of Mt. Tam in Marin County, California.",CAD14.97,Not found,Not found,Every Man Jack,https://i5.walmartimages.com/asr/b5f91480-7267-4819-9c38-68202713d82c.4d740b9e9f285db883bc50e51bc6b885.jpeg,Completed,2025-07-21T14:03:35.274010,
Items-Bid4more,recxkDxcnavOqFxOF,https://www.amazon.com/Purezero-Conditioner-Biotin-12-Fl/dp/B07Q1JTB1K,,Not found,Not found,Not found,Not found,Not found,Not found,,Completed,2025-07-21T14:03:45.598798,
Items-Bid4more,recydL4xlR9WMogYO,https://a.co/d/f27HdLu,,Not found,Not found,Not found,Not found,Not found,Not found,,Completed,2025-07-21T14:03:47.222428,
Items-Bid4more,recL0KqsgKQOvjaLd,https://www.ebay.ca/itm/305198331679,,20 Inch Alloy Wheels Rims Set of 4 Fit BMW 328i 328xi 335i 335xi xDrive Style 397,"These 20 inch alloy wheels are a perfect fit for several BMW models, including the 328i, 328xi, 335i, and 335xi xDrive.  Designed in the Style 397, these rims come as a set of four.","CAD $1,749.00",Not found,Not found,BMW,"https://i.ebayimg.com/images/g/dM0AAOSw109k9-W0/s-l1600.jpg, https://i.ebayimg.com/images/g/dM0AAOSw109k9-W0/s-l1600.jpg, https://i.ebayimg.com/images/g/~XAAAOSw~Vtk9-Wz/s-l1600.jpg, https://i.ebayimg.com/images/g/7~kAAOSwK6lk9-W1/s-l1600.jpg, https://i.ebayimg.com/images/g/94QAAOSw9~Jk9-W1/s-l1600.jpg, https://i.ebayimg.com/images/g/m2YAAOSw-Ndk9-W2/s-l1600.jpg, https://i.ebayimg.com/images/g/hPQAAOSwCU5k9-W3/s-l1600.jpg, https://i.ebayimg.com/images/g/t-cAAOSwB9tk9-W4/s-l1600.jpg",Completed,2025-07-21T14:03:50.294451,
Items-Bid4more,recWnCJSUWncPR5Iz,https://a.co/d/75aVdYX,,Not found,Not found,Not found,Not found,Not found,Not found,,Completed,2025-07-21T14:04:16.305483,
Items-Bid4more,reccxTHh2wh8L3Ufn,https://a.co/d/1mfBu7M,,Not found,Not found,Not found,Not found,Not found,Not found,,Completed,2025-07-21T14:04:18.364083,
Items-Bid4more,rec9WhKiPDQk4HhW6,NA,,Not found,Not found,Not found,Not found,Not found,Not found,,Completed,2025-07-21T14:04:20.403153,
Items-Bid4more,recJjFE0dEqAOHMZk,NA,,Error parsing response,Could not parse Gemini AI response,Not found,Not found,Not found,Not found,,Completed,2025-07-21T14:04:22.549705,
Items-Bid4more,recpEolDRkjGMsdyM,https://amzn.asia/d/7qOssof,,Bose QuietComfort 45 Wireless Bluetooth Noise Cancelling Headphones - Black,"QuietComfort® 45 headphones give you more of what you love from Bose.  They deliver the iconic QuietComfort noise cancellation, with the added benefit of Aware Mode so you can hear the world around you at the touch of a button – or use a simple slider to adjust the level of noise cancellation you want.",$449.00,8.4 oz,"8.1""L x 6.3""W x 3.0""H",Bose,"https://m.media-amazon.com/images/I/61+e67uzyPL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71+o0uqD1gL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71Z6q67P0kL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71x44v8c0RL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/610ZcOHu2oL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71yF9vFzK8L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71o8Q5XPhkL._AC_UF1000,1000_QL80_.jpg",Completed,2025-07-21T14:04:23.848512,
